feature,standardized_coefficient
price_vs_sma20,-0.6205266429248157
drawdown_60,-0.5011646160869735
volatility_20,0.46655308198713685
volatility_5,-0.27203105375093045
volume_change_5,0.1673450618949976
momentum_20,0.15573562551212347
volatility_60,-0.1252714868061255
return_1d,0.09261116639176338
momentum_5,0.061809445487288533
range_pct,0.03797864704377142
return_lag_1,-0.033926043998326987
